,cid,cmpdname,canonicalsmiles,Molecule,Fingerprint,predicted,predicted_proba,min_energy,energy_gps
552,21065736,"2-bromo-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]benzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)NS(=O)(=O)C5=CC=CC=C5Br)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9e5850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba3b610>,0,0.5719181662794138,-11.869,-13 : -11
1039,21068314,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-ethylbenzenesulfonamide",CCC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f3140>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba48f90>,0,0.5003433181701141,-11.866,-13 : -11
615,21066357,"4-acetyl-N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]benzenesulfonamide",CC(=O)C1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9e7610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba3d460>,0,0.5085400394815895,-11.865,-13 : -11
935,21068175,"(E)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-phenylethenesulfonamide",C1=CC=C(C=C1)C=CS(=O)(=O)NC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f03c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba46180>,0,0.555524723656463,-11.85,-13 : -11
971,21068238,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-(4-chlorophenyl)methanesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)CNS(=O)(=O)CC5=CC=C(C=C5)Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f1380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba47140>,0,0.5558680418265772,-11.847,-13 : -11
996,21068263,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-chlorobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)CNS(=O)(=O)C5=CC=CC=C5Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f1e70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba47c30>,0,0.6214418123183805,-11.833,-13 : -11
2196,73740327,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-phenylethenesulfonamide",C1=CC=C(C=C1)C=CS(=O)(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba14b30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6a8f0>,0,0.5391572043803359,-11.814,-13 : -11
1023,21068296,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-chlorobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)CNS(=O)(=O)C5=CC(=CC=C5)Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f2a40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba48890>,0,0.5495236460389666,-11.801,-13 : -11
791,21067667,"(E)-N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-phenylethenesulfonamide",C1=CC=C(C=C1)C=CS(=O)(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ec430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba421f0>,0,0.5391572043803359,-11.798,-13 : -11
923,21068160,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2,6-difluorobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)NS(=O)(=O)C5=C(C=CC=C5F)F)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9efdf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba45c40>,0,0.5063443957876106,-11.794,-13 : -11
730,21067589,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-cyanobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)NS(=O)(=O)C5=CC=CC(=C5)C#N)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ea8f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba40740>,0,0.5186654011016474,-11.76,-13 : -11
925,21068162,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-chlorobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)NS(=O)(=O)C5=CC=CC=C5Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9efed0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba45d20>,0,0.5719181662794138,-11.735,-13 : -11
827,21067720,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]benzenesulfonamide",C1=CC=C(C=C1)S(=O)(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ed3f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba431b0>,0,0.5003433181701141,-11.724,-13 : -11
1047,21068325,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-5-chlorothiophene-2-sulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)CNS(=O)(=O)C5=CC=C(S5)Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f34c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba49310>,0,0.5230811565806756,-11.715,-13 : -11
1084,21068364,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]thiophene-2-sulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)NS(=O)(=O)C5=CC=CS5)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f4580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4a340>,0,0.5391312810335122,-11.626,-13 : -11
1021,21068294,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3,5-dimethyl-1,2-oxazole-4-sulfonamide",CC1=C(C(=NO1)C)S(=O)(=O)NCC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f2960>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba487b0>,0,0.572261484449528,-11.619,-13 : -11
926,21068163,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-cyanobenzenesulfonamide",C1=CC=C(C(=C1)C#N)S(=O)(=O)NC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9eff40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba45d90>,0,0.6047050515253154,-11.584,-13 : -11
1611,58938425,"4-[[5-[(4-aminocyclohexyl)amino]-3-cyclopropylpyrazolo[1,5-a]pyrimidin-7-yl]amino]-N,N-dimethylbenzenesulfonamide",CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=CC(=NC3=C(C=NN23)C4CC4)NC5CCC(CC5)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fba03300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba59150>,0,0.6721311475409836,-11.556,-13 : -11
954,21068209,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-4-cyanobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)NS(=O)(=O)C5=CC=C(C=C5)C#N)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f0c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba469d0>,0,0.5347155255544841,-11.54,-13 : -11
1571,58781296,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-cyanobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)CNS(=O)(=O)C5=CC=C(C=C5)C#N)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba02110>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba57ed0>,0,0.5659170886619175,-11.524,-13 : -11
2048,69664536,"4-[[5-Amino-1-[3-(trifluoromethyl)benzoyl]-1,2,4-triazol-3-yl]amino]benzenesulfonamide",C1=CC(=CC(=C1)C(F)(F)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fba10120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba65ee0>,0,0.6557377049180327,-11.491,-13 : -11
1037,21068312,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-cyanobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)CNS(=O)(=O)C5=CC=C(C=C5)C#N)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f3060>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba48eb0>,0,0.5823105312848683,-11.491,-13 : -11
779,21067650,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-chlorobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)CNS(=O)(=O)C5=CC=CC=C5Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ebe60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba41cb0>,0,0.5719440896262376,-11.465,-13 : -11
1073,21068353,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]thiophene-2-sulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)CNS(=O)(=O)C5=CC=CS5)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f40b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba49e70>,0,0.5886549270724788,-11.455,-13 : -11
2294,89023523,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2,3-dihydrothiophene-2-sulfonamide",C1C=CSC1S(=O)(=O)NCC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba17e60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6dcb0>,0,0.6132450910069049,-11.45,-13 : -11
1610,58938420,"4-[[5-[(4-aminocyclohexyl)amino]-3-thiophen-3-ylpyrazolo[1,5-a]pyrimidin-7-yl]amino]-N,N-dimethylbenzenesulfonamide",CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=CC(=NC3=C(C=NN23)C4=CSC=C4)NC5CCC(CC5)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fba03290>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba590e0>,0,0.5027322404371585,-11.383,-13 : -11
2296,89055534,"(2E)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-4-chlorohepta-2,6-diene-2-sulfonamide",CC(=CC(CC=C)Cl)S(=O)(=O)NC1=CC=C(C=C1)CNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba17f40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6dd90>,0,0.555524723656463,-11.34,-13 : -11
942,21068187,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3,5-dimethyl-1,2-oxazole-4-sulfonamide",CC1=C(C(=NO1)C)S(=O)(=O)NC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f06d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba46490>,0,0.5391312810335122,-11.338,-13 : -11
114,10111599,4-[[6-(cyclohex-3-en-1-ylmethoxy)-7H-purin-2-yl]amino]benzenesulfonamide,C1CC(CC=C1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd2d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2cba0>,0,0.5021372677110383,-11.281,-13 : -11
1384,46222551,4-[[4-Amino-6-(cyclohexylmethoxy)-5-formylpyrimidin-2-yl]amino]benzenesulfonamide,C1CCC(CC1)COC2=NC(=NC(=C2C=O)N)NC3=CC=C(C=C3)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9fcdd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba52b90>,0,0.7235223792600841,-11.274,-13 : -11
1682,59683152,"1,1,1-trifluoro-N-[[4-[[4-[[(2R,3R)-3-hydroxybutan-2-yl]amino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]phenyl]-methyl-lambda4-sulfanylidene]methanesulfonamide",CC(C(C)O)NC1=NC(=NC=C1C(F)(F)F)NC2=CC=C(C=C2)S(=NS(=O)(=O)C(F)(F)F)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba052a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba5b060>,0,0.5180064271082261,-11.273,-13 : -11
2266,87290301,"(NE)-1,1,1-trifluoro-N-[[4-[[4-[[(2R,3R)-3-hydroxybutan-2-yl]amino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]phenyl]-methyl-lambda4-sulfanylidene]methanesulfonamide",CC(C(C)O)NC1=NC(=NC=C1C(F)(F)F)NC2=CC=C(C=C2)S(=NS(=O)(=O)C(F)(F)F)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba16b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6c970>,0,0.5180064271082261,-11.273,-13 : -11
2268,87457301,"(NE)-1,1,1-trifluoro-N-[[4-[[4-[[(2R,3R)-3-hydroxybutan-2-yl]amino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]phenyl]-methyl-lambda4-sulfanylidene]methanesulfonamide",CC(C(C)O)NC1=NC(=NC=C1C(F)(F)F)NC2=CC=C(C=C2)S(=NS(=O)(=O)C(F)(F)F)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fba16ce0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6cb30>,0,0.5180064271082261,-11.273,-13 : -11
1403,46892005,"4-[[6-(2-Chloro-5-hydroxyphenyl)-[1,2,4]triazolo[1,5-a]pyridin-2-yl]amino]benzenesulfonamide",C1=CC(=CC=C1NC2=NN3C=C(C=CC3=N2)C4=C(C=CC(=C4)O)Cl)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9fd620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba533e0>,0,0.5410641640149837,-11.264,-13 : -11
2223,74058370,"N-methyl-2-oxo-3-[[3-(3-piperazin-1-ylpropyl)-4,5,6,7-tetrahydro-1H-indol-2-yl]methylidene]-1H-indole-5-sulfonamide",CNS(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=C(C4=C(N3)CCCC4)CCCN5CCNCC5,<rdkit.Chem.rdchem.Mol object at 0x7f54fba15700>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6b4c0>,0,0.5573770491803278,-11.262,-13 : -11
1180,23645567,"4-({5-[(4-aminocyclohexyl)amino]-3-chloropyrazolo[1,5-a]pyrimidin-7-yl}amino)-N,N-dimethylbenzene-1-sulfonamide",CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=CC(=NC3=C(C=NN23)Cl)NC4CCC(CC4)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f7300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4d150>,0,0.819672131147541,-11.246,-13 : -11
1181,23645574,"4-({5-[(4-aminocyclohexyl)amino]-3-bromopyrazolo[1,5-a]pyrimidin-7-yl}amino)-2-chloro-N,N-dimethylbenzene-1-sulfonamide",CN(C)S(=O)(=O)C1=C(C=C(C=C1)NC2=CC(=NC3=C(C=NN23)Br)NC4CCC(CC4)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f7370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4d1c0>,0,0.8524590163934426,-11.246,-13 : -11
2094,70794500,"4-[[5-Amino-1-[(2,6-difluorophenyl)methoxy]-1,2,4-triazol-3-yl]amino]benzenesulfonamide",C1=CC(=C(C(=C1)F)CON2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,<rdkit.Chem.rdchem.Mol object at 0x7f54fba11a10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba677d0>,0,0.5218579234972678,-11.246,-13 : -11
1150,23149441,"4-[[5-Amino-1-(5-tert-butylthiophene-2-carbonyl)-1,2,4-triazol-3-yl]amino]benzenesulfonamide",CC(C)(C)C1=CC=C(S1)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9f6570>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba4c3c0>,0,0.5640149836871149,-11.181,-13 : -11
848,21067741,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]thiophene-2-sulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)CNS(=O)(=O)C5=CC=CS5)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9edd20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba43ae0>,0,0.5391572043803359,-11.164,-13 : -11
187,10275266,"4-[[5-Amino-1-[2-fluoro-6-(trifluoromethyl)benzoyl]-1,2,4-triazol-3-yl]amino]benzenesulfonamide",C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd5070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba2ee30>,0,0.8032786885245902,-11.163,-13 : -11
273,11386640,"4-({5-[(4-aminocyclohexyl)amino]-3-bromopyrazolo[1,5-a]pyrimidin-7-yl}amino)-N,N-dimethylbenzene-1-sulfonamide",CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=CC(=NC3=C(C=NN23)Br)NC4CCC(CC4)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbd8270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba32030>,0,0.5245901639344263,-11.156,-13 : -11
2616,135981061,"4-[(8-hydroxy-7H-pyrrolo[2,3-h]quinolin-9-yl)diazenyl]benzenesulfonamide",C1=CC2=C(C3=C(C=C2)NC(=C3N=NC4=CC=C(C=C4)S(=O)(=O)N)O)N=C1,<rdkit.Chem.rdchem.Mol object at 0x7f54fba21690>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba77450>,0,0.5428761625992683,-11.143,-13 : -11
2053,69665033,"4-[[5-Amino-1-(4-phenylbenzoyl)-1,2,4-triazol-3-yl]amino]benzenesulfonamide",C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N3C(=NC(=N3)NC4=CC=C(C=C4)S(=O)(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fba10350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba66110>,0,0.5491803278688525,-11.129,-13 : -11
341,15907934,"(Z)-N-[3-[5-Fluoro-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2-oxo-2,3-dihydro-1H-indol-4-yl]-prop-2-ynyl]-4-methyl-benzenesulfonamide",CC1=CC=C(C=C1)S(=O)(=O)NCC#CC2=C(C=CC3=C2C(=CC4=C(C=CN4)OC)C(=O)N3)F,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbda5e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba34430>,0,0.5083118977233463,-11.073,-13 : -11
1441,54424038,N-[3-[5-fluoro-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2-oxo-1H-indol-4-yl]prop-2-ynyl]-4-methylbenzenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)NCC#CC2=C(C=CC3=C2C(=CC4=C(C=CN4)OC)C(=O)N3)F,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9fe730>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba54580>,0,0.5083118977233463,-11.073,-13 : -11
481,20820286,"4-[[5-Amino-1-(2,6-difluoro-3-propan-2-ylbenzoyl)-1,2,4-triazol-3-yl]amino]benzenesulfonamide",CC(C)C1=C(C(=C(C=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbdf840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba39690>,0,0.6950819672131148,-11.028,-13 : -11
375,16665580,"4-[[4-(6,8-dimethyl-1-oxo-3,4-dihydro-2H-pyrrolo[1,2-a]pyrazin-7-yl)pyrimidin-2-yl]amino]-N-(2-methoxyethyl)benzenesulfonamide",CC1=C2C(=O)NCCN2C(=C1C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)NCCOC)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fbbdbb50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba359a0>,0,0.50837588461883,-11.016,-13 : -11
1711,60094071,4-[[6-(cyclopentylmethoxy)-7H-purin-2-yl]amino]benzenesulfonamide,C1CCC(C1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fba05f50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba5bd10>,0,0.5621641564264516,-10.971,>-11
2186,73740316,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-2-phenylethenesulfonamide",C1=CC=C(C=C1)C=CS(=O)(=O)NCCNC2=CC(=NC3=C(C=NN23)Br)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fba146d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba6a490>,0,0.504579260065092,-10.942,>-11
820,21067711,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-5-chloro-1,3-dimethylpyrazole-4-sulfonamide",CC1=NN(C(=C1S(=O)(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)Cl)C,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ed0e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba42ea0>,0,0.5227637617573851,-10.94,>-11
861,21067768,"N-[3-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]propyl]-2,4-dichlorobenzenesulfonamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCCCNS(=O)(=O)C4=C(C=C(C=C4)Cl)Cl)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f54fb9ee2d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba44120>,0,0.5041289454367507,-10.935,>-11
1617,58976607,"4-[[5-Amino-1-[6-(2-aminoethyl)-1,3-benzothiazol-2-yl]-1,2,4-triazol-3-yl]amino]benzenesulfonamide",C1=CC(=CC=C1NC2=NN(C(=N2)N)C3=NC4=C(S3)C=C(C=C4)CCN)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f54fba035a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f54fba593f0>,0,0.506637934506787,-10.92,>-11
